millis, accelx, accely, accelz, v_x, v_y, v_z, p_x, p_y, p_z
0.039, -0.0017822385, 0.0043195486, 0.032265663, 0.0, 0.0, 0.0, 249.90138, 250.11607, 249.57162
0.035, 1.218915E-5, 0.0031232536, 0.026883125, 0.0, 0.0, 0.0, 249.90138, 250.11607, 249.57162
0.038, 0.0030029118, 0.001926966, 0.021499634, 0.0, 0.0, 0.0, 249.90138, 250.11607, 249.57162
0.035, -5.8594346E-4, -0.0010637566, 0.023892403, 0.0, 0.0, 0.0, 249.90138, 250.11607, 249.57162
0.034, 0.09990235, -0.02319511, -0.047286987, 0.0, 0.0, 0.0, 249.90138, 250.11607, 249.57162
0.033, 0.11186524, -0.029176556, -0.06523132, 0.0, 0.0, 0.0, 249.90138, 250.11607, 249.57162
0.034, 0.07537842, 0.0964338, -0.04848385, 0.0, 0.0, 0.0, 249.90138, 250.11607, 249.57162
0.035, 0.30327147, 0.108396694, -0.032333374, 0.010614501, 0.0037938843, -0.0011316681, 249.90166, 250.11598, 249.57166
0.034, 2.4434326, 0.036021203, 0.3068142, 0.093691215, 0.0050186054, 0.009300015, 249.9041, 250.11584, 249.57141
0.036, 5.143457, -0.40600762, 0.5532503, 0.27885565, -0.009597668, 0.029217027, 249.91135, 250.11609, 249.57065
0.037, 7.4756227, -0.41737238, 0.81164837, 0.55545366, -0.025040448, 0.059248015, 249.92578, 250.11674, 249.5691
0.036, 5.805603, -0.3928484, 0.86249065, 0.7644554, -0.03918299, 0.09029768, 249.94566, 250.11777, 249.56676
0.033, 2.4541993, -0.7894183, 0.52693176, 0.84544396, -0.0652338, 0.10768642, 249.96765, 250.11946, 249.56396
0.035, -3.0122437, -0.42275563, -0.012595177, 0.74001545, -0.08003025, 0.107245594, 249.9869, 250.12154, 249.56117
0.034, -5.9772463, -0.3898577, -0.36370564, 0.53678906, -0.09328541, 0.094879605, 250.00085, 250.12396, 249.5587
0.034, -6.3678346, -0.71285576, -0.5377655, 0.32028267, -0.11752251, 0.076595575, 250.00919, 250.12701, 249.5567
0.037, -4.4346313, -0.7062762, -0.36550045, 0.1562013, -0.14365473, 0.063072056, 250.01324, 250.13075, 249.55507
0.035, -2.914148, -0.23673269, -0.34217262, 0.054206118, -0.15194038, 0.051096015, 250.01465, 250.1347, 249.55374
0.034, -1.8984985, -0.3402117, -0.22673035, -0.010342836, -0.16350758, 0.043387182, 250.01437, 250.13896, 249.55261
0.033, -1.1890992, -0.2786028, -0.06582928, -0.04958311, -0.17270148, 0.041214816, 250.01309, 250.14345, 249.55154
0.035, -0.38937992, -0.07642997, -0.025156021, -0.06321141, -0.17537653, 0.040334355, 250.01144, 250.14801, 249.55049
0.037, 0.0012084842, -0.033961706, -0.0030241013, -0.0631667, -0.17663312, 0.040222462, 250.0098, 250.1526, 249.54944
0.032, 0.02633056, -0.008839637, 0.0071439743, -0.06232412, -0.17691599, 0.04045107, 250.00818, 250.1572, 249.54839
0.035, 0.02274169, -0.0064470544, 0.007741928, -0.06152816, -0.17714164, 0.040722035, 250.00658, 250.1618, 249.54733
0.036, 0.018554688, -0.005250767, 0.018508911, -0.060860194, -0.17733066, 0.041388355, 250.00499, 250.16641, 249.54625
0.036, 0.019750968, -0.0034563318, 0.04183674, -0.06014916, -0.17745508, 0.04289448, 250.00343, 250.17102, 249.54514
0.034, 0.017358392, 0.001926966, 0.04123783, -0.059558973, -0.17738956, 0.044296566, 250.00189, 250.17563, 249.54399
0.038, 0.015563965, 7.3067844E-4, 0.043032646, -0.058967542, -0.1773618, 0.04593181, 250.00037, 250.18024, 249.5428
0.033, 0.01436767, 0.0043195486, 0.03286457, -0.05849341, -0.17721926, 0.04701634, 249.99884, 250.18484, 249.54158
0.034, 0.010180652, 0.0049176887, 0.032265663, -0.058147267, -0.17705205, 0.048113372, 249.99733, 250.18945, 249.54033
0.034, 0.01795654, 0.008506559, 0.028079033, -0.057536744, -0.17676283, 0.04906806, 249.99583, 250.19405, 249.53905
0.035, 0.01915282, 0.0049176887, 0.031069756, -0.056866396, -0.17659071, 0.0501555, 249.99435, 250.19864, 249.53775
0.034, 0.02274169, 0.0025251135, 0.0436306, -0.05609318, -0.17650485, 0.051638942, 249.99289, 250.20323, 249.5364
0.034, 0.020947263, 0.001328826, 0.043032646, -0.05538097, -0.17645967, 0.053102054, 249.99146, 250.20782, 249.53503
0.037, 0.025732413, -0.0022600442, 0.04183674, -0.05442887, -0.1765433, 0.054650012, 249.99004, 250.21242, 249.53362
0.034, 0.016162097, -0.0016618967, 0.036453247, -0.05387936, -0.1765998, 0.055889424, 249.98863, 250.21701, 249.53217
0.034, 0.015563965, -0.0058489144, 0.035256386, -0.053350188, -0.17679866, 0.05708814, 249.98724, 250.2216, 249.53069
0.035, 0.015563965, -0.0028581917, 0.026883125, -0.05280545, -0.17689869, 0.05802905, 249.98587, 250.2262, 249.52917
0.035, 0.01436767, 1.3253093E-4, 0.030471802, -0.05230258, -0.17689405, 0.05909556, 249.98451, 250.23079, 249.52763
0.034, 0.010778815, -0.0022600442, 0.028079033, -0.0519361, -0.1769709, 0.06005025, 249.98317, 250.2354, 249.52608
0.035, 0.013171375, -0.0022600442, 0.03166771, -0.051475104, -0.17705, 0.06115862, 249.98183, 250.24, 249.52449
0.037, 0.011376947, -4.6560913E-4, 0.02748108, -0.051054157, -0.17706722, 0.06217542, 249.9805, 250.24461, 249.52287
0.036, 0.017358392, -0.0064470544, 0.03286457, -0.050429255, -0.17729932, 0.063358545, 249.97919, 250.24922, 249.52122
0.033, 0.01676026, -0.0040544793, 0.028079033, -0.049876165, -0.17743312, 0.06428515, 249.97789, 250.25383, 249.51955
0.034, 0.016162097, -0.0046526194, 0.030471802, -0.049326655, -0.17759131, 0.06532119, 249.97661, 250.25845, 249.51785
0.036, 0.022143543, -0.0064470544, 0.028079033, -0.048529487, -0.17782341, 0.066332035, 249.97534, 250.26308, 249.51613
0.033, 0.02154541, -0.0046526194, 0.031069756, -0.04781849, -0.17797695, 0.06735734, 249.9741, 250.2677, 249.51437
0.035, 0.019750968, -0.0040544793, 0.033462524, -0.047127206, -0.17811885, 0.068528526, 249.97289, 250.27234, 249.51259
0.035, 0.02274169, 0.0025251135, 0.02927494, -0.046331245, -0.17803048, 0.06955315, 249.97168, 250.27696, 249.51077
0.035, 0.022143543, -4.6560913E-4, 0.026883125, -0.04555622, -0.17804678, 0.07049406, 249.97049, 250.28159, 249.50894
0.034, 0.020947263, 0.001926966, 0.02508831, 0.0, 0.0, 0.0, 249.97049, 250.28159, 249.50894
0.035, 0.023339838, 0.001328826, 0.011929512, 0.0, 0.0, 0.0, 249.97049, 250.28159, 249.50894
0.035, 0.025732413, 0.001926966, 0.022097588, 0.0, 0.0, 0.0, 249.97049, 250.28159, 249.50894
0.037, 0.026928708, 0.0049176887, 0.02090168, 0.0, 0.0, 0.0, 249.97049, 250.28159, 249.50894
0.037, 0.020947263, 0.0061139762, 0.022097588, 0.0, 0.0, 0.0, 249.97049, 250.28159, 249.50894
0.034, 0.019750968, 0.009104699, 0.02508831, 0.0, 0.0, 0.0, 249.97049, 250.28159, 249.50894
0.036, 0.015563965, 0.0043195486, 0.019106865, 0.0, 0.0, 0.0, 249.97049, 250.28159, 249.50894
0.037, 0.01436767, 1.3253093E-4, 0.023293495, 0.0, 0.0, 0.0, 249.97049, 250.28159, 249.50894
0.033, 0.013769537, -0.0040544793, 0.028079033, 0.0, 0.0, 0.0, 249.97049, 250.28159, 249.50894
0.034, 0.020349115, -0.007045202, 0.021499634, 0.0, 0.0, 0.0, 249.97049, 250.28159, 249.50894
0.034, 0.020349115, -0.0046526194, 0.030471802, 0.0, 0.0, 0.0, 249.97049, 250.28159, 249.50894
0.035, 0.020349115, -0.0040544793, 0.029873848, 0.0, 0.0, 0.0, 249.97049, 250.28159, 249.50894
0.033, 0.018554688, -0.0022600442, 0.02508831, 0.0, 0.0, 0.0, 249.97049, 250.28159, 249.50894
0.034, 0.01436767, -0.0034563318, 0.028079033, 0.0, 0.0, 0.0, 249.97049, 250.28159, 249.50894
0.035, 0.01915282, -0.0016618967, 0.02748108, 0.0, 0.0, 0.0, 249.97049, 250.28159, 249.50894
0.035, 0.01795654, -0.0064470544, 0.03166771, 0.0, 0.0, 0.0, 249.97049, 250.28159, 249.50894
0.034, 0.01436767, -0.0046526194, 0.038846016, 0.0, 0.0, 0.0, 249.97049, 250.28159, 249.50894
0.035, 0.014965802, -0.005250767, 0.034658432, 0.0, 0.0, 0.0, 249.97049, 250.28159, 249.50894
0.035, 0.012573242, -0.0034563318, 0.035855293, 0.0, 0.0, 0.0, 249.97049, 250.28159, 249.50894
0.035, 0.01795654, 7.3067844E-4, 0.035256386, 0.0, 0.0, 0.0, 249.97049, 250.28159, 249.50894
0.034, 0.02274169, -4.6560913E-4, 0.03824711, 0.0, 0.0, 0.0, 249.97049, 250.28159, 249.50894
0.035, 0.023937985, 0.001328826, 0.042434692, 0.0, 0.0, 0.0, 249.97049, 250.28159, 249.50894
0.035, 0.027526855, 0.0049176887, 0.0370512, 0.0, 0.0, 0.0, 249.97049, 250.28159, 249.50894
0.034, 0.025732413, 0.0049176887, 0.035256386, 0.0, 0.0, 0.0, 249.97049, 250.28159, 249.50894
0.035, 0.023937985, 0.0031232536, 0.034658432, 0.0, 0.0, 0.0, 249.97049, 250.28159, 249.50894
0.035, 0.028124988, 0.001926966, 0.035855293, 0.0, 0.0, 0.0, 249.97049, 250.28159, 249.50894
0.035, 0.023339838, -0.0010637566, 0.040639877, 0.0, 0.0, 0.0, 249.97049, 250.28159, 249.50894
0.035, 0.028723136, -0.0034563318, 0.046621323, 0.0, 0.0, 0.0, 249.97049, 250.28159, 249.50894
0.035, 0.039489746, -0.0028581917, 0.038846016, 0.0, 0.0, 0.0, 249.97049, 250.28159, 249.50894
0.034, 0.03111571, -0.0040544793, 0.03286457, 0.0, 0.0, 0.0, 249.97049, 250.28159, 249.50894
0.036, 0.02991943, -0.0016618967, 0.028079033, 0.0, 0.0, 0.0, 249.97049, 250.28159, 249.50894
0.034, 0.029321283, -0.005250767, 0.023293495, 0.0, 0.0, 0.0, 249.97049, 250.28159, 249.50894
0.035, 0.02633056, -0.0028581917, 0.022097588, 0.0, 0.0, 0.0, 249.97049, 250.28159, 249.50894
0.037, 0.020947263, -0.005250767, 0.03166771, 0.0, 0.0, 0.0, 249.97049, 250.28159, 249.50894
0.034, 0.023339838, -0.0040544793, 0.030471802, 0.0, 0.0, 0.0, 249.97049, 250.28159, 249.50894
0.034, 0.029321283, -4.6560913E-4, 0.03286457, 0.0, 0.0, 0.0, 249.97049, 250.28159, 249.50894
0.036, 0.024536133, 0.001926966, 0.028079033, 0.0, 0.0, 0.0, 249.97049, 250.28159, 249.50894
0.035, 0.028723136, 0.0067121238, 0.030471802, 0.0, 0.0, 0.0, 249.97049, 250.28159, 249.50894
0.033, 0.019750968, 0.0043195486, 0.029873848, 0.0, 0.0, 0.0, 249.97049, 250.28159, 249.50894
0.038, 0.01197508, -0.0010637566, 0.026883125, 0.0, 0.0, 0.0, 249.97049, 250.28159, 249.50894
0.035, 0.0095825195, -0.0040544793, 0.0370512, 0.0, 0.0, 0.0, 249.97049, 250.28159, 249.50894
0.034, 0.01436767, -0.0028581917, 0.024490356, 0.0, 0.0, 0.0, 249.97049, 250.28159, 249.50894
0.033, 0.012573242, -0.0022600442, 0.035256386, 0.0, 0.0, 0.0, 249.97049, 250.28159, 249.50894
0.034, 0.02154541, -0.0046526194, 0.033462524, 0.0, 0.0, 0.0, 249.97049, 250.28159, 249.50894
0.035, 0.02274169, -0.0022600442, 0.026284218, 0.0, 0.0, 0.0, 249.97049, 250.28159, 249.50894
0.035, 0.024536133, -0.0040544793, 0.04602337, 0.0, 0.0, 0.0, 249.97049, 250.28159, 249.50894
0.035, 0.020349115, -0.0058489144, 0.046621323, 0.0, 0.0, 0.0, 249.97049, 250.28159, 249.50894
0.035, 0.01436767, -0.0076433495, 0.04183674, 0.0, 0.0, 0.0, 249.97049, 250.28159, 249.50894
0.035, 0.006591797, -0.014222935, 0.040639877, 0.0, 0.0, 0.0, 249.97049, 250.28159, 249.50894
0.035, -0.06877443, -0.08779471, 0.028676987, 0.0, 0.0, 0.0, 249.97049, 250.28159, 249.50894
0.034, -2.9368775, -0.059681915, -0.26082516, -0.09985384, -0.0020291852, -0.008868055, 249.9679, 250.28163, 249.50917
0.035, -6.7811522, -0.27621025, -0.62150574, -0.33719417, -0.011696544, -0.030620756, 249.95912, 250.28194, 249.50996
0.035, -8.463135, -1.1160052, -0.83384705, -0.6334039, -0.050756726, -0.0598054, 249.94266, 250.28325, 249.51152
0.035, -7.5784793, -1.5562396, -0.7836027, -0.89865065, -0.105225116, -0.087231494, 249.9193, 250.28598, 249.5138
0.035, -3.8795533, -1.2469989, -0.29671383, -1.034435, -0.14887008, -0.09761648, 249.8924, 250.28986, 249.51633
0.034, -1.4265625, -1.3373187, -0.008407593, -1.0829382, -0.19433892, -0.097902335, 249.86424, 250.2949, 249.51888
0.035, 6.1579103, -0.6165545, 0.65672874, -0.8674113, -0.21591833, -0.074916825, 249.84169, 250.30052, 249.52083
0.035, 7.4409304, 0.24656808, 0.82480717, -0.6069788, -0.20728844, -0.046048574, 249.82591, 250.30591, 249.52202
0.035, 6.5891724, 0.3931135, 0.7368803, -0.37635773, -0.19352947, -0.020257764, 249.81613, 250.31094, 249.52255
0.035, 5.03938, 0.07250802, 0.5394926, -0.19997942, -0.19099168, -0.0013755225, 249.81093, 250.3159, 249.52258
0.035, 2.5774171, 0.06772287, 0.31997395, -0.10976982, -0.18862139, 0.009823565, 249.80807, 250.3208, 249.52232
0.035, 1.0826538, -0.021400668, 0.22008324, -0.07187694, -0.18937041, 0.017526478, 249.80621, 250.32573, 249.52187
0.034, 0.31583253, -0.033961706, 0.09806156, -0.061138637, -0.1905251, 0.020860571, 249.80463, 250.33069, 249.52132
0.038, -0.03288576, -0.0082414895, 0.07353783, -0.062388297, -0.19083828, 0.023655009, 249.80301, 250.33565, 249.5207
0.034, -0.013745129, -0.005250767, 0.045425415, -0.06285563, -0.19101681, 0.025199473, 249.80138, 250.3406, 249.52005
0.033, -5.8594346E-4, 1.3253093E-4, 0.0035552979, -0.062874965, -0.19101243, 0.025316797, 249.79974, 250.34557, 249.5194
0.034, -0.006567389, 0.001328826, 0.016116142, -0.06309826, -0.19096725, 0.025864746, 249.7981, 250.35052, 249.51872
0.035, -0.0053710938, 0.0025251135, 0.02090168, -0.063286245, -0.19087887, 0.026596306, 249.79645, 250.35548, 249.51804
0.035, -0.008959979, 7.3067844E-4, 0.028676987, -0.06359985, -0.1908533, 0.0276, 249.7948, 250.36044, 249.51732
0.036, -0.012548834, -0.0034563318, 0.034658432, -0.064051606, -0.19097772, 0.028847704, 249.79314, 250.3654, 249.51657
0.033, -0.008361816, -0.0028581917, 0.02748108, -0.064327545, -0.19107205, 0.029754579, 249.79146, 250.37038, 249.5158
0.036, -0.011352539, -0.0046526194, 0.029873848, -0.06473624, -0.19123954, 0.030830037, 249.78978, 250.37535, 249.51498
0.034, -0.004772961, -0.0034563318, 0.037649155, -0.06489852, -0.19135705, 0.03211011, 249.78809, 250.38033, 249.51414
0.036, -0.0053710938, 1.3253093E-4, 0.03286457, -0.06509188, -0.19135228, 0.033293236, 249.78639, 250.3853, 249.51328
0.035, -0.0011840761, -0.0058489144, 0.035256386, -0.06513332, -0.19155699, 0.03452721, 249.7847, 250.39027, 249.51237
0.034, -5.8594346E-4, -0.0016618967, 0.042434692, -0.06515324, -0.1916135, 0.035969988, 249.783, 250.39525, 249.51144
0.036, -0.0011840761, 1.3253093E-4, 0.034658432, -0.065195866, -0.19160873, 0.03721769, 249.78131, 250.40022, 249.51048
0.033, 0.0012084842, -0.0040544793, 0.030471802, -0.06515598, -0.19174252, 0.03822326, 249.77962, 250.40521, 249.50949
0.035, -0.005969256, 0.001926966, 0.02927494, -0.065364905, -0.19167508, 0.03924788, 249.77792, 250.4102, 249.50847
0.036, -0.0017822385, -4.6560913E-4, 0.032265663, -0.06542906, -0.19169185, 0.040409446, 249.77623, 250.41519, 249.50742
0.034, -0.005969256, -0.005250767, 0.023892403, -0.065632015, -0.19187038, 0.041221786, 249.77452, 250.42018, 249.50635
0.035, -0.002380371, -0.0022600442, 0.030471802, -0.06571533, -0.19194947, 0.0422883, 249.77281, 250.42517, 249.50525
0.035, -0.002380371, -4.6560913E-4, 0.028079033, -0.06579864, -0.19196577, 0.043271065, 249.7711, 250.43016, 249.50412
0.035, 0.004199207, -0.0010637566, 0.035855293, -0.06565167, -0.19200301, 0.044526, 249.7694, 250.43515, 249.50296
0.035, 0.0047973692, 0.005515836, 0.0436306, -0.065483764, -0.19180995, 0.04605307, 249.76768, 250.44014, 249.50177
0.037, 0.01197508, 0.0049176887, 0.035256386, -0.065040685, -0.191628, 0.047357555, 249.76599, 250.44513, 249.50053
0.038, 0.0059936345, 1.3253093E-4, 0.035855293, -0.06481293, -0.19162296, 0.048720058, 249.76431, 250.45012, 249.49927
0.034, 0.0036010742, -0.0016618967, 0.03286457, -0.06469049, -0.19167946, 0.049837455, 249.76263, 250.45511, 249.49797
0.035, 0.0012084842, -0.0040544793, 0.021499634, -0.064648196, -0.19182137, 0.05058994, 249.76096, 250.4601, 249.49666
0.033, -0.0029785335, -0.0058489144, 0.02748108, -0.064746484, -0.19201438, 0.05149682, 249.75928, 250.46509, 249.49532
0.033, 0.0024047792, -0.0016618967, 0.026284218, -0.06466713, -0.19206922, 0.052364197, 249.7576, 250.47008, 249.49396
0.036, 0.0047973692, -4.6560913E-4, 0.03286457, -0.06449442, -0.19208598, 0.053547323, 249.75592, 250.47507, 249.49257
0.036, 0.0071899295, 0.005515836, 0.03166771, 0.0, 0.0, 0.0, 249.75592, 250.47507, 249.49257
0.034, 0.0059936345, 0.005515836, 0.03166771, 0.0, 0.0, 0.0, 249.75592, 250.47507, 249.49257
0.035, 0.0036010742, -4.6560913E-4, 0.03286457, 0.0, 0.0, 0.0, 249.75592, 250.47507, 249.49257
0.034, 0.0024047792, 0.0043195486, 0.02508831, 0.0, 0.0, 0.0, 249.75592, 250.47507, 249.49257
0.035, -0.005969256, -0.0040544793, 0.02748108, 0.0, 0.0, 0.0, 249.75592, 250.47507, 249.49257
0.034, -0.0029785335, -0.0058489144, 0.025686264, 0.0, 0.0, 0.0, 249.75592, 250.47507, 249.49257
0.034, -0.0011840761, -0.0076433495, 0.01731205, 0.0, 0.0, 0.0, 249.75592, 250.47507, 249.49257
0.034, -0.008959979, -0.0076433495, 0.019106865, 0.0, 0.0, 0.0, 249.75592, 250.47507, 249.49257
0.037, -0.008361816, -0.0082414895, 0.02508831, 0.0, 0.0, 0.0, 249.75592, 250.47507, 249.49257
0.033, -0.0029785335, -0.0028581917, 0.0155181885, 0.0, 0.0, 0.0, 249.75592, 250.47507, 249.49257
0.034, 1.218915E-5, -0.0016618967, 0.02508831, 0.0, 0.0, 0.0, 249.75592, 250.47507, 249.49257
0.035, 0.005395502, 0.0031232536, 0.03166771, 0.0, 0.0, 0.0, 249.75592, 250.47507, 249.49257
0.035, 0.004199207, 0.0031232536, 0.029873848, 0.0, 0.0, 0.0, 249.75592, 250.47507, 249.49257
0.035, 0.0036010742, -4.6560913E-4, 0.033462524, 0.0, 0.0, 0.0, 249.75592, 250.47507, 249.49257
0.034, -0.0029785335, 1.3253093E-4, 0.036453247, 0.0, 0.0, 0.0, 249.75592, 250.47507, 249.49257
0.038, -0.0071655214, -0.0010637566, 0.030471802, 0.0, 0.0, 0.0, 249.75592, 250.47507, 249.49257
0.033, -0.008361816, -0.0076433495, 0.02927494, 0.0, 0.0, 0.0, 249.75592, 250.47507, 249.49257
0.034, -0.0017822385, -0.0028581917, 0.023293495, 0.0, 0.0, 0.0, 249.75592, 250.47507, 249.49257
0.034, -0.002380371, -0.0064470544, 0.022097588, 0.0, 0.0, 0.0, 249.75592, 250.47507, 249.49257
0.036, -0.0017822385, -0.0076433495, 0.022695541, 0.0, 0.0, 0.0, 249.75592, 250.47507, 249.49257
0.034, -5.8594346E-4, -0.0028581917, 0.016116142, 0.0, 0.0, 0.0, 249.75592, 250.47507, 249.49257
0.036, -0.0035766661, -0.0034563318, 0.022097588, 0.0, 0.0, 0.0, 249.75592, 250.47507, 249.49257
0.035, 1.218915E-5, -0.0058489144, 0.022695541, 0.0, 0.0, 0.0, 249.75592, 250.47507, 249.49257
0.034, 0.0030029118, -0.0046526194, 0.02508831, 0.0, 0.0, 0.0, 249.75592, 250.47507, 249.49257
0.039, -0.0017822385, -4.6560913E-4, 0.032265663, 0.0, 0.0, 0.0, 249.75592, 250.47507, 249.49257
0.034, 6.1035156E-4, 0.0025251135, 0.029873848, 0.0, 0.0, 0.0, 249.75592, 250.47507, 249.49257
0.035, -0.0035766661, 0.005515836, 0.023293495, 0.0, 0.0, 0.0, 249.75592, 250.47507, 249.49257
0.036, -0.0041747987, 0.0049176887, 0.019106865, 0.0, 0.0, 0.0, 249.75592, 250.47507, 249.49257
0.038, -0.002380371, 0.001926966, 0.016714096, 0.0, 0.0, 0.0, 249.75592, 250.47507, 249.49257
0.038, -0.0017822385, -0.0010637566, 0.020302773, 0.0, 0.0, 0.0, 249.75592, 250.47507, 249.49257
0.035, -5.8594346E-4, -0.005250767, 0.033462524, 0.0, 0.0, 0.0, 249.75592, 250.47507, 249.49257
0.036, 0.0018066466, -0.007045202, 0.032265663, 0.0, 0.0, 0.0, 249.75592, 250.47507, 249.49257
0.034, 0.0036010742, -0.0082414895, 0.036453247, 0.0, 0.0, 0.0, 249.75592, 250.47507, 249.49257
0.038, 0.004199207, -0.009437777, 0.04183674, 0.0, 0.0, 0.0, 249.75592, 250.47507, 249.49257
0.035, 0.0059936345, -0.0064470544, 0.045425415, 0.0, 0.0, 0.0, 249.75592, 250.47507, 249.49257
0.034, -0.0011840761, -0.0064470544, 0.049612045, 0.0, 0.0, 0.0, 249.75592, 250.47507, 249.49257
0.034, 1.218915E-5, -0.008839637, 0.049612045, 0.0, 0.0, 0.0, 249.75592, 250.47507, 249.49257
0.034, 6.1035156E-4, -0.008839637, 0.04482746, 0.0, 0.0, 0.0, 249.75592, 250.47507, 249.49257
0.034, -0.0041747987, -0.007045202, 0.044228554, 0.0, 0.0, 0.0, 249.75592, 250.47507, 249.49257
0.035, -0.002380371, -4.6560913E-4, 0.036453247, 0.0, 0.0, 0.0, 249.75592, 250.47507, 249.49257
0.035, 0.005395502, 7.3067844E-4, 0.032265663, 0.0, 0.0, 0.0, 249.75592, 250.47507, 249.49257
0.034, 0.0012084842, 0.0025251135, 0.028676987, 0.0, 0.0, 0.0, 249.75592, 250.47507, 249.49257
0.036, 0.0012084842, 0.001926966, 0.031069756, 0.0, 0.0, 0.0, 249.75592, 250.47507, 249.49257
0.034, 0.0012084842, -0.0028581917, 0.031069756, 0.0, 0.0, 0.0, 249.75592, 250.47507, 249.49257
0.035, -5.8594346E-4, -0.005250767, 0.033462524, 0.0, 0.0, 0.0, 249.75592, 250.47507, 249.49257
0.035, 0.0012084842, -0.0058489144, 0.028676987, 0.0, 0.0, 0.0, 249.75592, 250.47507, 249.49257
0.036, -0.0029785335, -0.0076433495, 0.024490356, 0.0, 0.0, 0.0, 249.75592, 250.47507, 249.49257
0.034, -0.0053710938, -0.0082414895, 0.023892403, 0.0, 0.0, 0.0, 249.75592, 250.47507, 249.49257
0.035, -0.012548834, -0.009437777, 0.029873848, 0.0, 0.0, 0.0, 249.75592, 250.47507, 249.49257
